title,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
Cinco competências comportamentais para você ser um bom líder,How to augment your career with leadership coaching,Investimentos em coaching e mentoring aumentam nas empresas,Como resolver conflitos no ambiente corporativo us,What Science Tells Us About Leadership Potential,"Para neurociência, motivação não é fator principal em mudança de hábitos"
Serverless Data Sync in Web Apps with Bit Torrent,Cubr,Kubernetes,Eclipse Foundation Releases Neon,Introducing the Open Images Dataset,Mimo baby monitor helps parents get more sleep
O início problemático dos chatbots no Facebook Messenger,Por que o Walmart não é Walmart no Brasil,Marketplace,"Largest botnet attack in history peaks at over 1 terabits per second, aided by Internet of Things",Moovit's new Facebook chatbot for transport proves v0 is not going to be good,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio
MOBILE TIME - Santander lança app dedicado aos clientes do ensino superior,"Sompo Seguros aproveita ""onda"" do Pokémon Go para alertar sobre segurança no trânsito | Sonho Seguro","""It's time for self-directed 'smart' investing"" - An Interview With Swanest CEO Silvan Schumacher - Smart Money Smart Living","XP lançará robô que seleciona melhores investimentos para clientes, diz CEO",The Digital Transformation Playbook: Rethink Your Business for the Digital Age (Columbia Business School Publishing) eBook Kindle,Engineering Digital Banking Solutions Using UX Methodology
Como consumir conteúdo de qualidade em iOS - CocoaHeads BR,Swift Top 10 Articles For The Past Year (v.2017),Perfect Menu for Mobile Apps - UX Planet,20+ Docs and Guides for Front-end Developers (No. 9),Top 100 Best Blogs for iOS Developers to Learn and Gain Insights,Código Limpo - Está na hora de deixar o GDD (Gambiarra Driven Development) para trás!
Um programador automatizou seu trabalho e passou 6 anos sem fazer nada | Tecnoblog,UX - Como identificar o comportamento do usuário? - Tableless,Readable Content Guides,Lists are the new search,Aplicativos do Android agora podem reagir com o ambiente | Google Discovery,Fuchsia: Google está construindo um novo sistema operacional sem estrutura do Linux | Google Discovery
Staying one step ahead at Pixar: An interview with Ed Catmull,An operating model for company-wide agile development,Indian outsourcing specialists must reboot their strategies,"Deep-learning algorithm predicts photos' memorability at ""near-human"" levels",7 lessons about finding the work you were meant to do,Accept questions from your audience when presenting in Google Slides
"Testes mostram um ótimo desempenho do ""Ubuntu on Windows""",Paragraphs,The Biggest Crowdfunding Project Ever Was Supposed to Create Manager-free Companies. But It's a Mess,Google believes its superior AI will be the key to its future,Browser Trends December 2016: Mobile Overtakes Desktop,The five phases of migrating to Google Cloud Platform
Rede Agricultura de Precisão II,Especial Agrishow: Soluções de agricultura de precisão elevam produtividade e aumentam a qualidade do plantio,SIG Combibloc lança campanha para Américas e consolida sua proposta de valor,Saying �� to Allo and Duo: new apps for smart messaging and video calling,Brazilian Government and Ericsson to innovate together for Internet of Things,Cientistas trabalham em técnica que permite imprimir alimentos
O Brasil das fintechs: conheça startups nacionais que podem fazer você sair dos bancos,Visa lança desafio para startups de tecnologia - Startupi,Banco desafia empreendedores e estudantes de tecnologia a buscarem inovação para processos | EXAME.com,"Amazon looking to buy Capital One? "" Banking Technology",MOBILE TIME - Nascem os primeiros chatbots brasileiros,Conversational Banking; from branches to bots. - Chatbots Magazine
Addressing Accessibility for the Web,"Walgreens now lets you digitally clip coupons from its iOS app, redeem in-store through Apple Pay with loyalty card",Gmail e Inbox by Gmail terão suporte a e-mails com design responsivo | Google Discovery,WebAIM: WebAIM's WCAG 2.0 Checklist - for HTML documents,Características de Arquiteturas Evolutivas,TypeScript 2.0 is now available!
Empresas intensificam operações de barter diante da dificuldade de crédito,Will blockchain drive the fourth Industrial Revolution?,Honda e Softbank desenvolverão sistema de IA para ajudar os motoristas,Bayer propõe comprar Monsanto para formar a maior agroquímica do mundo,Apple and Google Are Teaming Up to Kill Robocalls Forever,Cientistas trabalham em técnica que permite imprimir alimentos
MOBILE TIME - Shoppings do Rio testarão solução de marketing com beacons,6 exemplos de como usar computação cognitiva | EXAME.com,Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi,The future of the shopping mall,Mobile Time,"IoT Insurance: Trends in Home, Life & Auto Insurance Industries"
Global Data Bank é lançado internacionalmente com operação no Brasil,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,"Facebook says 10K+ developers are building chatbots, analytics coming",1% das empresas dominam 94% das receitas na App Store,Blockchain Will Be Used By 15% of Big Banks By 2017,The Biggest list of 35 FREE UX Books
Blockchain startup R3 cuts fund-raising target to $150 million: source,3 Big Blockchain Ideas MIT is Working on Right Now - CoinDesk,Why Many Smart Contract Use Cases Are Simply Impossible - CoinDesk,4 Blockchain Macro Trends: Where to Place Your Bets,Google e GFT firmam parceria para testes com foco em blockchain - Startupi,"Amazon looking to buy Capital One? "" Banking Technology"
"Facebook details its company-wide machine learning platform, FBLearner Flow",Building more accessible technology,Usability Heuristics for Bots - Chatbots Magazine,A new look for Google Play family of apps,"Margaret Gould Stewart: How giant websites design for you (and a billion others, too)",Getting Started with Activity & Fragment Transitions (part 1)
Spring DAO vs Spring ORM vs Spring JDBC,What the JIT!? Anatomy of the OpenJDK HotSpot VM,It's Time to Unlearn Everything You Know About Java Exceptions | Takipi Blog,The future of SaaS hosted git repository pricing,The five phases of migrating to Google Cloud Platform,Docker 1.12: Now with Built-in Orchestration!
3 Big Blockchain Ideas MIT is Working on Right Now - CoinDesk,Blockchain startup R3 cuts fund-raising target to $150 million: source,Why Many Smart Contract Use Cases Are Simply Impossible - CoinDesk,Google e GFT firmam parceria para testes com foco em blockchain - Startupi,4 Blockchain Macro Trends: Where to Place Your Bets,"Amazon looking to buy Capital One? "" Banking Technology"
ASSISTA: show une 100 drones e uma orquestra sinfônica para quebrar recorde mundial | VIP,Aplicativo gratuito permite gerenciar Consórcio Honda diretamente do celular - Notícias - Auto Estrada,"Facebook sends a loud message about Messenger bots, but will we hear it?",Google lança Cloud Functions,Mapping the World of Music Using Machine Learning: Part 1 - iHeartRadio Tech Blog,My Top 9 Favorite Python Deep Learning Libraries - PyImageSearch
SpotHero is ready for the future of autonomous parking,Three Lessons for Design-Driven Success,As compras e os hábitos dos brasileiros no shopping | EXAME.com,Portal Abrasce - Conhecendo o frequentador de shopping center,The future of the shopping mall,Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi
Dicionário Priberam da Língua Portuguesa,[Teste] Quer saber como está seu português? - Runrun.it Blog,"Android N Developer Preview 2, out today! | Android Developers Blog",Governo busca empresas para aprimorar Internet das Coisas no Brasil,"ConstraintLayout, Inside and Out: Part 1",Comparing IoT Platforms: Compare 4 IoT platform for IoT projects
"Introducing Cloud Natural Language API, Speech API open beta and our West Coast region expansion",Microsoft's CEO Explores How Humans and A.I. Can Solve Society's Challenges-Together,7 Questions to Ask Before Your Next Digital Transformation,Artificial Intelligence's White Guy Problem,Clarifying the uses of artificial intelligence in the enterprise,The return of the machinery question
Apple makes it easier to for developers to upload app screenshots via iTunes Connect,Sam Newman - Backends For Frontends,Readable Content Guides,Dark Scrum,Making Sense of Unstructured Data with Google Cloud NL API,Post: Just Say mNo to Hungarian Notation
Text summarization with TensorFlow,AI Is Here to Help You Write Emails People Will Actually Read,The AI business landscape,"Meet Parsey's Cousins: Syntax for 40 languages, plus new SyntaxNet capabilities","Here's what Viv looks like, the next generation AI assistant built by Siri creator",Teaching machines to predict the future
Como a Netflix influencia o que você vai assistir através de imagens,"Por dentro da M__A (ou, se você quiser, Mesa & Cadeira)",Introducing JQL: A Query Language for Analytics,To bot or not to bot,Lists are the new search,Behind Facebook Messenger's plan to be an app platform
14 Cool Drupal 8 modules for site builders | August 2016,Dries Buytaert: Advancing Drupal's web services,Google's new translation software is almost as good as human translators,Kickstarter 3D printer will print circuit boards as part of your designs,Futuro do mercado financeiro é tema de evento da Original Devs - Startupi,SAMSUNG OCEAN - Novas turmas de treinamento de 2017 - Embarcados
Microsoft's new online certification program kicks off with data science specialization | ZDNet,Cognitive Services-Intelligence Applications | Microsoft Azure,Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership,AI Revolution 101 - AI Revolution,Microsoft's Open Source Love Affair Reaches New Heights,IBM's Watson aims to make hospital stays suck a whole lot less
Docker inside docker and overview about Jenkins 2,"BigQuery 1.11, now with Standard SQL, IAM, and partitioned tables! | Google Cloud Big Data and Machine Learning Blog",Building immutable entities into Google Cloud Datastore,"Why Performance Matters, Part 2: Perception Management - Smashing Magazine",'Training for Google Apps' Is One Of Chrome's Best Kept Secrets - OMG! Chrome!,Kubernetes
"Mesmo sem apoio, Parada LGBT de Campinas arrasta multidão pelas ruas",Learn TypeScript in 30 Minutes,O homofóbico dentro de cada um,"Finally, CSS In JavaScript! Meet CSSX - Smashing Magazine","TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção",Não ao preconceito! ONU celebra Dia da Visibilidade de Mulheres Lésbicas e Bissexuais
